,super_cluster,gene_names
0,0,ABCE1
0,0,AIFM1
0,0,ASCC1
0,0,ASCC3
0,0,ATG4B
0,0,ATG7
0,0,ATP5J
0,0,AVEN
0,0,C3ORF17
0,0,C7ORF50
0,0,CAPRIN1
0,0,CCDC124
0,0,CCDC86
0,0,CDC123
0,0,CENPQ
0,0,CMAS
0,0,DARS
0,0,DDX54
0,0,DHX29
0,0,DHX30
0,0,DHX36
0,0,DHX57
0,0,DICER1
0,0,DLG1
0,0,DRG1
0,0,EEF2
0,0,EIF1
0,0,EIF1B
0,0,EIF2B1
0,0,EIF2B2
0,0,EIF2B3
0,0,EIF2S1
0,0,EIF2S2
0,0,EIF2S3
0,0,EIF2S3;EIF2S3L
0,0,EIF3A
0,0,EIF3B
0,0,EIF3C
0,0,EIF3C;EIF3CL
0,0,EIF3CL
0,0,EIF3E
0,0,EIF3F
0,0,EIF3G
0,0,EIF3H
0,0,EIF3I
0,0,EIF3J
0,0,EIF3K
0,0,EIF3L
0,0,EIF3M
0,0,EIF4A2
0,0,EIF4B
0,0,EIF4G2
0,0,EIF5
0,0,ENY2
0,0,EPB41L5
0,0,ETFB
0,0,EXOSC3
0,0,EXOSC9
0,0,FAM46D
0,0,FASTKD2
0,0,FAU
0,0,G3BP1
0,0,G3BP2
0,0,GLUD1;GLUD2
0,0,GNB2L1
0,0,GNL2
0,0,GSPT1
0,0,GTPBP4
0,0,HEATR3
0,0,HERC5
0,0,HMGB2
0,0,HSPB1
0,0,ILF2
0,0,ILF3
0,0,ISG20L2
0,0,KRI1
0,0,LARP4
0,0,LARP4B
0,0,LETM1
0,0,LSG1
0,0,LYAR
0,0,MAGEB2
0,0,MAGOH;MAGOHB
0,0,MAGOHB
0,0,MARS
0,0,METAP2
0,0,MINA
0,0,MRPL24
0,0,MRPL41
0,0,MTDH
0,0,NCL
0,0,NDUFAF2
0,0,NDUFB3
0,0,NIFK
0,0,NKRF
0,0,NPM1
0,0,NPM3
0,0,PA2G4
0,0,PABPC1
0,0,PABPC1;PABPC3
0,0,PCBP1
0,0,PCBP2
0,0,PDCD4
0,0,PHGDH
0,0,PRRC2A
0,0,PRRC2B
0,0,PSPC1
0,0,QARS
0,0,RACK1
0,0,RBM28
0,0,RBM39
0,0,RBM8A
0,0,RPL10
0,0,RPL10A
0,0,RPL11
0,0,RPL12
0,0,RPL13
0,0,RPL13A;RPL13A
0,0,RPL14
0,0,RPL15
0,0,RPL17;RPL17-C18ORF32
0,0,RPL18
0,0,RPL18A
0,0,RPL19
0,0,RPL21
0,0,RPL22
0,0,RPL23
0,0,RPL23A
0,0,RPL24
0,0,RPL26;RPL26L1
0,0,RPL26L1;RPL26
0,0,RPL27
0,0,RPL27A
0,0,RPL28
0,0,RPL3
0,0,RPL30
0,0,RPL31
0,0,RPL32
0,0,RPL34
0,0,RPL35
0,0,RPL35A
0,0,RPL36
0,0,RPL39P5;RPL39
0,0,RPL4
0,0,RPL5
0,0,RPL6
0,0,RPL7
0,0,RPL7A
0,0,RPL8
0,0,RPL9
0,0,RPLP0;RPLP0P6
0,0,RPLP1
0,0,RPLP2
0,0,RPS10;RPS10-NUDT3
0,0,RPS11
0,0,RPS12
0,0,RPS13
0,0,RPS14
0,0,RPS15
0,0,RPS15A
0,0,RPS16
0,0,RPS17
0,0,RPS18
0,0,RPS19
0,0,RPS2
0,0,RPS20
0,0,RPS21
0,0,RPS23
0,0,RPS24
0,0,RPS25
0,0,RPS26
0,0,RPS26;RPS26P11
0,0,RPS27
0,0,RPS27;RPS27L
0,0,RPS27L
0,0,RPS28
0,0,RPS29
0,0,RPS3
0,0,RPS3A
0,0,RPS4X
0,0,RPS5
0,0,RPS6
0,0,RPS7
0,0,RPS8
0,0,RPS9
0,0,RPSA
0,0,RRP1B
0,0,SDAD1
0,0,SEC61G
0,0,SENP5
0,0,SERBP1
0,0,SERPINB12
0,0,SND1
0,0,SRP14
0,0,SRP19
0,0,SRP54
0,0,SRP68
0,0,SRP72
0,0,SRP9
0,0,SSR1
0,0,STAU1
0,0,TARBP2
0,0,TEX10
0,0,TIMM44
0,0,TOP2A
0,0,TPT1
0,0,UQCRB
0,0,UQCRFS1;UQCRFS1P1
0,0,VCAN
0,0,ZC3H15
0,0,ZCCHC17
0,0,ZNF622
1,1,ABHD10
1,1,ACTR10
1,1,ACTR1B
1,1,AIF1L
1,1,ARHGAP11A
1,1,ARHGAP17
1,1,ARHGAP19
1,1,ASF1A
1,1,ASPM
1,1,ATP2B4
1,1,CABIN1
1,1,CALD1
1,1,CALM1
1,1,CALM2
1,1,CALM2;CALM3;CALM1
1,1,CALM3
1,1,CAMK1
1,1,CAMK2B
1,1,CAMKK1
1,1,CAMKK2
1,1,CAPZA1
1,1,CAPZA2
1,1,CAPZB
1,1,CCDC8
1,1,CCP110
1,1,CD2AP
1,1,CDC42
1,1,CDC42EP1
1,1,CEP290
1,1,CNOT2
1,1,CUL7
1,1,DBNL
1,1,DCTN1;DKFZP686E0752
1,1,DCTN2
1,1,DCTN3
1,1,DCTN4
1,1,DCTN5
1,1,DDX49
1,1,DDX55
1,1,DENND4A
1,1,DENND4C
1,1,DMAP1
1,1,EEA1
1,1,EFHD1;PP1187
1,1,ESCO1
1,1,FAM101B
1,1,FAM21A
1,1,FECH
1,1,FLNA
1,1,FLNB
1,1,FLNC
1,1,GADD45GIP1
1,1,HIRA
1,1,INF2
1,1,IQCB1
1,1,IQGAP1
1,1,IQGAP3
1,1,IQSEC2
1,1,KIAA1671
1,1,KIF1A
1,1,KIF1B
1,1,KIF1BBETA;KIF1B
1,1,LDHA
1,1,LDHB
1,1,LDHC
1,1,LIMA1
1,1,LRPPRC
1,1,MAP7D3
1,1,MPP5
1,1,MRPL53
1,1,MRPS34
1,1,MTPN
1,1,MYL1
1,1,MYL6
1,1,MYL6B
1,1,MYO1B
1,1,MYO1C
1,1,MYO1D
1,1,MYO5C
1,1,MYO9B
1,1,NEXN
1,1,NSUN2
1,1,OBSL1
1,1,PCNT
1,1,PEAK1
1,1,PHKA2
1,1,PHLDB2
1,1,PML
1,1,PPP1CA;PPP1CB
1,1,PPP1CB
1,1,PPP1CC
1,1,PPP1R9A
1,1,PPP1R9B
1,1,PPP3CA
1,1,PPP3CB
1,1,PPP3CC
1,1,PPP3R1
1,1,RAC1;RAC3
1,1,RALA
1,1,RBM26
1,1,RCAN1
1,1,SCO1
1,1,SH2B1
1,1,SH3BP1
1,1,SIPA1L3
1,1,SPAST
1,1,SPECC1
1,1,SPTAN1
1,1,SRGAP2
1,1,SSFA2
1,1,SVIL
1,1,TBC1D1
1,1,TBC1D4
1,1,TIGD1
1,1,TMOD1
1,1,TMOD3
1,1,TWF1
1,1,UBN2
1,1,UBR4
1,1,UNC13B
1,1,UNNAMED
1,1,VPS13A
1,1,VPS13C
1,1,ZCCHC3
1,1,ZNF536
2,2,CANX
2,2,CLGN
2,2,DCAKD
2,2,ERN1
2,2,HSPA13
2,2,NSDHL
2,2,PGRMC2
2,2,PNPLA6
2,2,POMT1
2,2,PTRH2
2,2,RAB29
2,2,SEC61A1
2,2,SEC61B
2,2,SEC62
2,2,SEC63
2,2,SSR3
2,2,TMX1
2,2,TOR1AIP2
2,2,XXYLT1
3,3,ADAR
3,3,ARL6IP4
3,3,C16ORF33;SNRNP25
3,3,C8ORF33
3,3,CCDC12
3,3,CCDC97
3,3,CLK2
3,3,CMTR2
3,3,COIL
3,3,CPSF1
3,3,CPSF2
3,3,CPSF3
3,3,CPSF4
3,3,CPSF6
3,3,CPSF7
3,3,CRTAP
3,3,CSTF1
3,3,CSTF2
3,3,CSTF3
3,3,CWC22
3,3,DDX3X
3,3,DDX41
3,3,DDX42
3,3,DIDO1
3,3,DNAJC8
3,3,FAM208A
3,3,FIP1L1
3,3,FUS
3,3,HNRNPA0
3,3,HNRNPC;HNRNPCL3;HNRNPCL2;HNRNPCL1;HNRNPCL4
3,3,HNRNPUL1
3,3,HTATSF1
3,3,IWS1
3,3,KIN
3,3,KLHL8
3,3,LEO1
3,3,LEPRE1
3,3,LSM2
3,3,MACF1
3,3,MAST2
3,3,MRPS23
3,3,MRPS9
3,3,NKAP
3,3,NUDT21
3,3,P4HA1
3,3,P4HB
3,3,PARD3B
3,3,PAXBP1
3,3,PCNP
3,3,PHF3
3,3,PHF5A
3,3,PPHLN1
3,3,PPIG
3,3,PPIL1
3,3,PPP1R10
3,3,PPP4C
3,3,PPP4R2
3,3,PPWD1
3,3,PQBP1
3,3,RAB3IP
3,3,RALY
3,3,RBBP6
3,3,RBM14
3,3,RBM17
3,3,RBM22
3,3,RNPC3
3,3,RPRD1B;RPRD1A
3,3,RPRD2
3,3,SAFB
3,3,SART3
3,3,SCAF4
3,3,SCNM1
3,3,SETD2
3,3,SF3A1
3,3,SF3A2
3,3,SF3A3
3,3,SF3B1
3,3,SF3B2
3,3,SF3B3
3,3,SF3B4
3,3,SF3B5
3,3,SF3B6
3,3,SLC4A1AP
3,3,SMEK1
3,3,SMU1
3,3,SNRNP35
3,3,SNRNP70
3,3,SNRPA
3,3,SNRPA1
3,3,SNRPB
3,3,SNRPB2
3,3,SNRPB;SNRPN
3,3,SNRPC
3,3,SNRPD1
3,3,SNRPD2
3,3,SNRPD3
3,3,SNRPF
3,3,SNUPN
3,3,SON
3,3,SRPK1
3,3,SRPK2
3,3,SRRM1
3,3,SRRM2
3,3,SRSF1
3,3,SRSF10
3,3,SRSF4
3,3,STRAP
3,3,SYF2
3,3,SYMPK
3,3,TAF15
3,3,TGS1
3,3,THRAP3
3,3,TOE1
3,3,TRA2A
3,3,TTC33
3,3,TXN
3,3,WDR33
3,3,WDR61
3,3,YLPM1
3,3,ZC3H4
3,3,ZCRB1
3,3,ZMAT2
3,3,ZNF207
3,3,ZNF318
3,3,ZNF326
3,3,ZNF346
3,3,ZNF638
3,3,ZRSR2
4,4,AHCTF1
4,4,APOBEC3C
4,4,ARHGAP21
4,4,ATAD2
4,4,ATAD2B
4,4,ATPIF1
4,4,ATRX
4,4,BANF1
4,4,BAZ1B
4,4,BRD1
4,4,BRPF1
4,4,C18ORF25
4,4,CBX2
4,4,CBX4
4,4,CBX5
4,4,CBX8
4,4,CHAMP1
4,4,CPNE3
4,4,CSNK2A1
4,4,CSNK2A1;CSNK2A3
4,4,CSNK2A2
4,4,CUL4A
4,4,CUL4B
4,4,DAXX
4,4,DDX24
4,4,DNM1
4,4,DNM3
4,4,EED
4,4,EFCAB14
4,4,EPB41L2
4,4,EPN1
4,4,EPN2
4,4,EZH2
4,4,FBRS
4,4,GLYR1
4,4,GNL1
4,4,GPATCH2
4,4,GPATCH2L
4,4,GRAMD1C
4,4,H1FX
4,4,HCG_39893;GRAMD1B
4,4,HIST1H1D
4,4,HIST1H2AC
4,4,HIST1H2BN;HIST1H2BM;HIST1H2BH;HIST2H2BF;HIST1H2BC;HIST1H2BD;HIST1H2BK;H2BFS
4,4,HIST2H2AA3;HIST2H2AC
4,4,HIST2H2AB
4,4,HIST3H2BB
4,4,HMGA1
4,4,HMGN5
4,4,HP1BP3
4,4,ING5;ING4
4,4,KAT7
4,4,KDM5B
4,4,KMT2A
4,4,LIG3
4,4,MAPK1
4,4,MAPK3
4,4,MCM10
4,4,MCM2
4,4,MCM4
4,4,MCM6
4,4,MCM7
4,4,MEAF6
4,4,MGA
4,4,MRE11A
4,4,MTF2
4,4,NCK1
4,4,NECAP1
4,4,NEDD8;NEDD8-MDP1
4,4,NMT2
4,4,NTHL1
4,4,NUCKS1
4,4,NUMA1
4,4,PARP2
4,4,PCGF3
4,4,PCGF5
4,4,PCGF6
4,4,PHF14
4,4,PHIP
4,4,POGZ
4,4,POLB
4,4,PRDM2
4,4,RB1
4,4,RBBP5
4,4,RPS27A;UBC;UBB;UBA52
4,4,SCOC
4,4,SNAPC4
4,4,SNX9
4,4,SPG20
4,4,SUV39H1
4,4,SUZ12
4,4,TCF20
4,4,TOP2B
4,4,TP53
4,4,TRIP12
4,4,WDR76
4,4,WHSC1
4,4,YAF2
4,4,ZNF22
4,4,ZNF280C
4,4,ZNF512
5,5,ATP2A2
5,5,C20ORF24
5,5,CCDC47
5,5,DERL2
5,5,EI24
5,5,EMC1
5,5,EMC10
5,5,EMC2
5,5,EMC3
5,5,EMC4
5,5,EMC7
5,5,EMC8
5,5,EMC9
5,5,MMGT1
5,5,RPL29
5,5,TMCO1
5,5,TMEM33
6,6,ACIN1
6,6,APTX
6,6,C16ORF62
6,6,CCDC22
6,6,CCDC93
6,6,CDC73
6,6,CDKN2A
6,6,COMMD1
6,6,COMMD10
6,6,COMMD2
6,6,COMMD3-BMI1;COMMD3;BMI1
6,6,COMMD4
6,6,COMMD5
6,6,COMMD6
6,6,COMMD7
6,6,COMMD8
6,6,COMMD9
6,6,CTR9
6,6,CWF19L2
6,6,DDX17
6,6,DDX5
6,6,DHX15
6,6,DSCR3
6,6,EIF4A3
6,6,FAM45A;FAM45B
6,6,GNL3
6,6,HNRNPM
6,6,KHDRBS1
6,6,LSS
6,6,MATR3
6,6,MEN1
6,6,MMS22L
6,6,MPHOSPH8
6,6,PAF1
6,6,RANBP2
6,6,RBMX
6,6,RBMX2
6,6,RBMX;RBMXL2
6,6,RFC4
6,6,RNPS1
6,6,RPRD1B
6,6,RSL1D1
6,6,SAFB2
6,6,SCAF1
6,6,SPTY2D1
6,6,SRSF9
6,6,SSRP1
6,6,SUGP1
6,6,SUPT16H
6,6,SUPT6H
6,6,TDP1
6,6,TOP1
6,6,TOX4;TOX3;TOX2;TOX
6,6,WDR82
6,6,ZCCHC8
7,7,DHFR
7,7,ELOVL1
7,7,HPRT1
7,7,HSP90B1
7,7,SAR1B
7,7,SAR1B;DKFZP434B2017
7,7,UBA5
7,7,UFC1
7,7,UFM1
8,8,ARID4A
8,8,ARID5B
8,8,BAHD1
8,8,BCL11A
8,8,BEND3
8,8,BRMS1L
8,8,C16ORF87
8,8,CASZ1
8,8,CHD4
8,8,CLASRP
8,8,CTBP1
8,8,CTBP2
8,8,DNTTIP1
8,8,EHMT1
8,8,ELMSAN1
8,8,FAM60A
8,8,GATAD2A
8,8,GATAD2B
8,8,GSE1
8,8,HDAC1
8,8,HDAC2
8,8,HIC2
8,8,HIST2H2BE;HIST1H2BB;HIST1H2BO;HIST1H2BJ
8,8,HMG20A
8,8,HMG20B
8,8,KDM1A
8,8,L3MBTL3
8,8,LCOR
8,8,MBD2
8,8,MBD3
8,8,MECOM
8,8,MIER1
8,8,MIER3
8,8,MTA1
8,8,MTA2
8,8,MTA3
8,8,PHF21A
8,8,RBBP4
8,8,RBBP7
8,8,RCOR1
8,8,RCOR3
8,8,RREB1
8,8,SALL1
8,8,SAP130
8,8,SAP30
8,8,SAP30L
8,8,SATB2
8,8,SIN3A
8,8,SLC35F2
8,8,SUDS3
8,8,TRPS1
8,8,ZEB1
8,8,ZEB2
8,8,ZHX1
8,8,ZHX2
8,8,ZHX3
8,8,ZMYM2
8,8,ZMYND8
8,8,ZNF217
8,8,ZNF423
8,8,ZNF516
8,8,ZNF609
8,8,ZNF687
9,9,CBX1
9,9,CBX3
9,9,POGK
9,9,RBAK
9,9,TRIM28
9,9,WEE1
9,9,ZFP1
9,9,ZNF316
9,9,ZNF589
9,9,ZNF8
10,10,AGGF1
10,10,AMOTL1
10,10,ANKRD20A1;ANKRD20A2;ANKRD20A3;ANKRD20A4;ANKRD20A8P
10,10,ATMIN
10,10,CCSER2
10,10,CIZ1
10,10,CTTNBP2
10,10,CTTNBP2NL
10,10,DCAF7
10,10,DDA1
10,10,DIABLO
10,10,DLG5
10,10,DYNLL1
10,10,DYNLL2
10,10,DYRK1A
10,10,EML3
10,10,EML4
10,10,FAM117A
10,10,FAM117B
10,10,FBXO30
10,10,GOLGB1
10,10,GPHN
10,10,HMMR
10,10,IFFO1
10,10,IFFO2
10,10,KANK1
10,10,KANK2
10,10,KIAA1468
10,10,KMT2C
10,10,KNSTRN
10,10,LCA5
10,10,MORC3
10,10,MPHOSPH9
10,10,MTPAP
10,10,MYO5A
10,10,N4BP2
10,10,NDE1
10,10,NDEL1
10,10,NEK9
10,10,OFD1
10,10,OPTN
10,10,PDZRN3
10,10,PLEKHH2
10,10,PPFIBP1
10,10,PTPN12
10,10,PXN
10,10,RNF214
10,10,RSBN1
10,10,RSBN1L
10,10,SKP1
10,10,SOGA1
10,10,TP53BP1
10,10,UBQLN1
10,10,UBQLN4
10,10,WWC1
