,super_cluster,gene_names
0,1,ACTB
1,1,CFL1
2,1,HIST1H2AJ;HIST1H2AH;HIST1H2AG;H2AFJ
3,1,TMSB10
4,1,ATG4B
5,1,ATG7
6,1,CAPRIN1
7,1,CCDC124
8,1,DLG1
9,1,DRG1
10,1,EEF2
11,1,EIF3C;EIF3CL
12,1,EIF4B
13,1,ENY2
14,1,FASTKD2
15,1,FAU
16,1,G3BP1
17,1,G3BP2
18,1,GLUD1;GLUD2
19,1,GNB2L1
20,1,GSPT1
21,1,HMGB2
22,1,HSPB1
23,1,ILF2
24,1,ILF3
25,1,MAGOH;MAGOHB
26,1,MAGOHB
27,1,MARS
28,1,METAP2
29,1,MTDH
30,1,NCL
31,1,NPM3
32,1,PA2G4
33,1,PABPC1
34,1,PSPC1
35,1,RACK1
36,1,RBM8A
37,1,RPL10
38,1,RPL10A
39,1,RPL11
40,1,RPL12
41,1,RPL13
42,1,RPL13A;RPL13A
43,1,RPL14
44,1,RPL15
45,1,RPL17;RPL17-C18ORF32
46,1,RPL18
47,1,RPL18A
48,1,RPL19
49,1,RPL21
50,1,RPL22
51,1,RPL23
52,1,RPL23A
53,1,RPL24
54,1,RPL26L1;RPL26
55,1,RPL27
56,1,RPL27A
57,1,RPL28
58,1,RPL3
59,1,RPL30
60,1,RPL31
61,1,RPL32
62,1,RPL34
63,1,RPL35
64,1,RPL35A
65,1,RPL36
66,1,RPL39P5;RPL39
67,1,RPL4
68,1,RPL5
69,1,RPL6
70,1,RPL7
71,1,RPL7A
72,1,RPL8
73,1,RPL9
74,1,RPLP0;RPLP0P6
75,1,RPLP2
76,1,RPS10;RPS10-NUDT3
77,1,RPS11
78,1,RPS12
79,1,RPS13
80,1,RPS14
81,1,RPS15
82,1,RPS15A
83,1,RPS16
84,1,RPS17
85,1,RPS18
86,1,RPS19
87,1,RPS2
88,1,RPS20
89,1,RPS21
90,1,RPS23
91,1,RPS24
92,1,RPS25
93,1,RPS26
94,1,RPS27
95,1,RPS27L
96,1,RPS28
97,1,RPS3
98,1,RPS3A
99,1,RPS4X
100,1,RPS5
101,1,RPS6
102,1,RPS7
103,1,RPS9
104,1,RPSA
105,1,SEC61G
106,1,SERBP1
107,1,SRP14
108,1,SRP19
109,1,SRP54
110,1,SRP68
111,1,SRP72
112,1,SRP9
113,1,SRP9;DKFZP564M2223
114,1,SSR1
115,1,SSR4
116,1,STAU1
117,1,TOP2A
118,1,TOP2B
119,1,TPT1
120,1,ZC3H15
121,1,ABCF2
122,1,ASCC1
123,1,AVEN
124,1,BTF3L4
125,1,C7ORF50
126,1,CAP2
127,1,CCDC86
128,1,CENPQ
129,1,DARS
130,1,DHX29
131,1,DHX30
132,1,DHX57
133,1,DICER1
134,1,DNAJC21
135,1,EIF1B
136,1,EIF4A2
137,1,EXOSC3
138,1,EXOSC4
139,1,EXOSC9
140,1,GNL2
141,1,GTPBP4
142,1,HERC5
143,1,ISG20L2
144,1,LARP4
145,1,LARP4B
146,1,LSG1
147,1,LYAR
148,1,MAGEB2
149,1,MINA
150,1,NKRF
151,1,PRRC2B
152,1,QARS
153,1,RBM28
154,1,RRP1B
155,1,SDAD1
156,1,SERPINB12
157,1,SND1
158,1,TARBP2
159,1,ZCCHC17
160,1,ZNF622
161,2,ACTR10
162,2,ACTR1B
163,2,ARHGAP11A
164,2,CALD1
165,2,CAPZA1
166,2,CAPZA2
167,2,CAPZB
168,2,CD2AP
169,2,DCTN1;DKFZP686E0752
170,2,DCTN2
171,2,DCTN3
172,2,DCTN4
173,2,FAM21A
174,2,MTPN
175,2,TWF1
176,2,ACTR1A
177,2,DYNC1H1
178,2,DYNC1I2
179,2,DYNC1LI1
180,2,DYNC1LI2
181,2,DYNLRB1
182,2,DYNLT1
183,2,DYNLT3
184,2,PAFAH1B1
185,2,AIF1L
186,2,ASF1A
187,2,CABIN1
188,2,CNOT2
189,2,DBNL
190,2,DCTN5
191,2,FAM101B
192,2,FLNA
193,2,FLNB
194,2,FLNC
195,2,HIRA
196,2,KIAA1671
197,2,LIMA1
198,2,MPP5
199,2,MYO5C
200,2,NEXN
201,2,NSUN2
202,2,PEAK1
203,2,PHLDB2
204,2,PPP1CA;PPP1CB
205,2,PPP1CB
206,2,PPP1CC
207,2,PPP1R9A
208,2,SIPA1L3
209,2,SPAST
210,2,SPECC1
211,2,SPTAN1
212,2,SVIL
213,2,TMOD1
214,2,TMOD3
