,super_cluster,gene_names
0,0,ACTR10
0,0,ACTR1A
0,0,ACTR2
0,0,ACTR3
0,0,ACTR5
0,0,ADNP
0,0,AFTPH
0,0,AKAP8L
0,0,AKT1S1
0,0,ALMS1
0,0,AMBRA1
0,0,ANKRD11
0,0,ANP32E
0,0,ANXA5
0,0,AP1M1
0,0,APOBEC3C
0,0,APTX
0,0,ARPC1B
0,0,ARPC4-TTLL3;ARPC4
0,0,ARPC5
0,0,ASH2L
0,0,ATF2
0,0,ATF3
0,0,ATF7
0,0,ATPIF1
0,0,ATRX
0,0,BLM
0,0,BPTF
0,0,BRD2
0,0,BRD8
0,0,BRPF3
0,0,CACYBP
0,0,CAP2
0,0,CAPZA1
0,0,CAPZB
0,0,CASC3
0,0,CASC5
0,0,CBX1
0,0,CBX4
0,0,CBX5
0,0,CBX8
0,0,CCDC138
0,0,CCDC71
0,0,CDK5RAP2
0,0,CEP131
0,0,CEP170
0,0,CFDP1
0,0,CFL1
0,0,CHAF1A
0,0,CHAMP1
0,0,CHD1L
0,0,CHD7
0,0,CHRAC1
0,0,CKAP5
0,0,CLIP2
0,0,CLTA
0,0,CLTC
0,0,CNOT1
0,0,CNOT10
0,0,COPS2
0,0,COPS3
0,0,CORO1B
0,0,CORO1C
0,0,COX4I1
0,0,CREBBP
0,0,CRYBG3
0,0,CSNK2A1;CSNK2A3
0,0,CSNK2A2
0,0,CSNK2B
0,0,CSRP2BP
0,0,CUL4A
0,0,CUL4B
0,0,DAPK3
0,0,DAXX
0,0,DCP1A
0,0,DCTN3
0,0,DCTN5
0,0,DCTN6
0,0,DDA1
0,0,DDB1
0,0,DDB2
0,0,DDX24
0,0,DEK
0,0,DLGAP5
0,0,DNAJA1
0,0,DNTTIP2
0,0,DOCK11
0,0,DOCK9
0,0,DPCD
0,0,DSN1
0,0,DYNC1I2
0,0,DYNC1LI1
0,0,DYNLT3
0,0,EDC3
0,0,EFCAB14
0,0,EHMT2
0,0,EIF2B1
0,0,EIF2B4
0,0,EP300
0,0,EPC1
0,0,EPC2
0,0,ERC1
0,0,FAM192A;NIP30
0,0,FBL
0,0,FBRS
0,0,FIG4
0,0,FKBP5
0,0,FN3KRP
0,0,FOXK2
0,0,GPATCH2L
0,0,GTF2I
0,0,GTSE1
0,0,H2AFY
0,0,H2AFZ;H2AFV
0,0,HIP1
0,0,HIP1R
0,0,HIRA
0,0,HIST1H1D
0,0,HIST1H2AC
0,0,HIST1H2BL
0,0,HIST2H2AB
0,0,HIST2H2AC;HIST2H2AA3
0,0,HIST2H2BE
0,0,HIST2H3A
0,0,HIST3H2BB
0,0,HLTF
0,0,HMGXB4
0,0,HNRNPF
0,0,HNRNPH1
0,0,HOOK3
0,0,HOXA10
0,0,HPCAL1;HPCA;NCALD
0,0,HSPA4
0,0,HSPA9
0,0,IGF2BP1
0,0,IMPDH2
0,0,ING3
0,0,ING4
0,0,ING5
0,0,INO80
0,0,INO80C
0,0,IPO7
0,0,IPO9
0,0,IRS4
0,0,IWS1
0,0,JADE1
0,0,JADE3
0,0,JMJD1C
0,0,JUN
0,0,KAT5
0,0,KDM1B
0,0,KDM2A
0,0,KDM6B
0,0,KIF14
0,0,KIF18B
0,0,KIF20B
0,0,KPNA4
0,0,KPNB1
0,0,LGALS3BP
0,0,LIG3
0,0,LUZP1
0,0,MAP2K2
0,0,MAP7
0,0,MAPK3
0,0,MAPKAP1
0,0,MAPRE1
0,0,MBIP
0,0,MCM5
0,0,MEAF6
0,0,MEN1
0,0,MLLT10
0,0,MMS22L
0,0,MOV10
0,0,MPHOSPH8
0,0,MRPL1
0,0,MSI2
0,0,MTBP
0,0,MTPN
0,0,NABP2
0,0,NDC80
0,0,NDUFA5
0,0,NIN
0,0,NMT2
0,0,NOC2L
0,0,NOP56
0,0,NOP58
0,0,NSL1
0,0,NSUN2
0,0,NT5DC2
0,0,NUDC
0,0,NUF2
0,0,NUFIP1
0,0,NUP107
