,super_cluster,gene_names
0,0,CAPZA1
0,0,CAPZB
0,0,CD2AP
0,0,DBNL
0,0,FAM21A
0,0,HIRA
0,0,MTPN
0,0,SPAST
0,0,SVIL
0,0,UBN2
1,1,ATP13A1
1,1,ATP2A2
1,1,CCDC47
1,1,DERL2
1,1,EMC10
1,1,ERN1
1,1,MMGT1
1,1,ODR4
1,1,PGRMC2
1,1,PTRH2
1,1,SEC61A1
1,1,SEC61A2
1,1,SEC61B
1,1,SEC62
1,1,SEC63
1,1,SSR3
1,1,TEX264
1,1,TMEM33
2,2,APTX
2,2,CHD7
2,2,CORO1B
2,2,CORO1C
2,2,FKBP5
2,2,LIG3
2,2,MCM3
2,2,PARP1
2,2,POLB
2,2,TDP1
2,2,XRCC1
3,3,ASCC1
3,3,ATG4B
3,3,C7ORF50
3,3,CAPRIN1
3,3,CCDC124
3,3,DARS
3,3,DHX29
3,3,DHX57
3,3,DRG1
3,3,EIF3C;EIF3CL
3,3,EIF4A2
3,3,G3BP2
3,3,GNB2L1
3,3,GNL2
3,3,GTPBP4
3,3,HMGB2
3,3,ILF2
3,3,ILF3
3,3,LARP4B
3,3,LYAR
3,3,MARS
3,3,METAP2
3,3,MTDH
3,3,NKRF
3,3,PRRC2B
3,3,QARS
3,3,RACK1
3,3,RBM28
3,3,RPL10
3,3,RPL10A
3,3,RPL13
3,3,RPL15
3,3,RPL18
3,3,RPL18A
3,3,RPL23A
3,3,RPL24
3,3,RPL26L1;RPL26
3,3,RPL27A
3,3,RPL28
3,3,RPL3
3,3,RPL30
3,3,RPL32
3,3,RPL35
3,3,RPL35A
3,3,RPL39P5;RPL39
3,3,RPL7
3,3,RPL8
3,3,RPS13
3,3,RPS14
3,3,RPS15
3,3,RPS15A
3,3,RPS16
3,3,RPS17
3,3,RPS2
3,3,RPS21
3,3,RPS24
3,3,RPS26
3,3,RPS27L
3,3,RPS3
3,3,RPS5
3,3,RPS6
3,3,RPS7
3,3,RPS9
3,3,RPSA
3,3,SDAD1
3,3,SEC61G
3,3,SND1
3,3,SRP19
3,3,SRP72
3,3,STAU1
3,3,TARBP2
3,3,TPT1
3,3,ZC3H15
3,3,ZCCHC17
3,3,ZNF622
4,4,SAR1B
4,4,SAR1B;DKFZP434B2017
4,4,UBA5
4,4,UFC1
4,4,UFM1
5,5,AGGF1
5,5,AMOTL1
5,5,ANKRD20A1;ANKRD20A2;ANKRD20A3;ANKRD20A4;ANKRD20A8P
5,5,ATMIN
5,5,CIZ1
5,5,CTTNBP2NL
5,5,DDA1
5,5,DIABLO
5,5,DLG5
5,5,DYNLL1
5,5,DYNLL2
5,5,DYRK1A
5,5,EML3
5,5,EML4
5,5,FAM117A
5,5,FBXO30
5,5,GOLGB1
5,5,GPHN
5,5,HMMR
5,5,IFFO1
5,5,IFFO2
5,5,KANK1
5,5,KANK2
5,5,KIAA1468
5,5,KMT2C
5,5,KNSTRN
5,5,LCA5
5,5,MORC3
5,5,MPHOSPH9
5,5,MTPAP
5,5,MYO5A
5,5,N4BP2
5,5,NDE1
5,5,NDEL1
5,5,OFD1
5,5,OPTN
5,5,PDZRN3
5,5,PPFIBP1
5,5,PTPN12
5,5,PXN
5,5,RNF214
5,5,RSBN1
5,5,SKP1
5,5,SOGA1
5,5,TP53BP1
5,5,UBQLN1
5,5,UBQLN4
5,5,WWC1
5,5,WWC2
5,5,XIAP
5,5,ZMYM3
5,5,ZMYM4
5,5,ZMYM6
6,6,ARID4A
6,6,ARID5B
6,6,BAHD1
6,6,BCL11A
6,6,BEND3
6,6,C16ORF87
6,6,CASZ1
6,6,CHD4
6,6,FAM60A
6,6,GATAD2A
6,6,GATAD2B
6,6,GSE1
6,6,HDAC1
6,6,HDAC2
6,6,HMG20B
6,6,KDM1A
6,6,L3MBTL3
6,6,MBD2
6,6,MBD3
6,6,MECOM
6,6,MIER1
6,6,MIER3
6,6,MTA1
6,6,MTA2
6,6,MTA3
6,6,PHF21A
6,6,RCOR1
6,6,RCOR3
6,6,RREB1
6,6,SALL1
6,6,SAP130
6,6,SAP30
6,6,SATB2
6,6,SIN3A
6,6,ZEB2
6,6,ZHX1
6,6,ZHX2
6,6,ZHX3
6,6,ZMYND8
6,6,ZNF423
6,6,ZNF609
7,7,AFTPH
7,7,ALDH18A1
7,7,AP1AR
7,7,AP1B1
7,7,AP1G1
7,7,AP1M1
7,7,ARHGAP18
7,7,CHMP2A
7,7,CHMP5
7,7,CLTA
7,7,CLTB
7,7,CLTC
7,7,CLTCL1
7,7,DCP2
7,7,GAK
7,7,GTSE1
7,7,HIP1
7,7,HIP1R
7,7,HSPA9
7,7,IGF2R
7,7,LSM1
7,7,MAP7D2
7,7,NBR1
7,7,PNRC1
7,7,SCYL2
8,8,POGK
8,8,RBAK
8,8,TRIM28
8,8,WEE1
8,8,ZNF316
8,8,ZNF8
9,9,CDC42
9,9,IQGAP1
9,9,IQGAP3
9,9,MYL6
9,9,MYL6B
9,9,MYO9B
10,10,ATPIF1
10,10,C18ORF25
10,10,CSNK2A2
10,10,MAPK1
10,10,MAPK3
10,10,SPG20
10,10,TCF20
11,11,APBB1
11,11,C4ORF32
11,11,DAD1
11,11,DDOST
11,11,DNAJB12
11,11,DSG2
11,11,EIF2AK3
11,11,EMD
11,11,FAM50B
11,11,JUP
11,11,KRTCAP2
11,11,LIN52
11,11,MAGT1
11,11,MLEC
11,11,MYBL2
11,11,NFXL1
11,11,NSG1
11,11,OST4
11,11,PACRGL
11,11,PHF8
11,11,PLAGL1;DKFZP781P1017
11,11,POR
11,11,RAB5C;RAB5B;DIRAS1;DIRAS2;RAB5A
11,11,RPN1
11,11,RPN2
11,11,SCD
11,11,SMG7
11,11,STAU2
11,11,STT3A
11,11,TIA1
11,11,TMEM258
11,11,TMEM43
11,11,TMPO
11,11,TONSL
11,11,TOR1AIP1
11,11,VRK2
11,11,ZC3HAV1
12,12,ALDH7A1
12,12,APMAP
12,12,ARCN1
12,12,ATL2
12,12,BCAP29
12,12,BCAP31
12,12,COPA
12,12,COPB1
12,12,COPB2
12,12,COPE
12,12,COPG1
12,12,COPG2
12,12,DHRS7
12,12,ERGIC1
12,12,ERLIN1
12,12,FAM213A
12,12,GRAMD1A
12,12,HSD17B11
12,12,HSD17B12
12,12,ILVBL
12,12,LCLAT1
12,12,MICAL2
12,12,NDC1
12,12,PRDX2
12,12,PRDX4
12,12,PSD3
12,12,PTBP3
12,12,RCN1
12,12,RTN2
12,12,SCYL1
12,12,SCYL3
12,12,SMIM11
12,12,SUGP2
12,12,SUN2
12,12,WDR11
13,13,BAZ1B
13,13,BRPF1
13,13,CBX5
13,13,CHAMP1
13,13,CUL4A
13,13,CUL4B
13,13,EED
13,13,HIST1H2AC
13,13,HIST2H2AB
13,13,HMGA1
13,13,HMGN5
13,13,HP1BP3
13,13,ING5;ING4
13,13,KDM5B
13,13,MCM2
13,13,MCM6
13,13,MCM7
13,13,MTF2
13,13,NUCKS1
13,13,PHIP
13,13,POGZ
13,13,SUZ12
13,13,WHSC1
13,13,ZNF512
14,14,ACIN1
14,14,CDC73
14,14,CTR9
14,14,DDX17
14,14,MMS22L
14,14,PAF1
14,14,RFC4
14,14,RPRD1B
14,14,SAFB2
14,14,SCAF1
14,14,SPTY2D1
14,14,SRSF9
14,14,SSRP1
14,14,SUPT16H
14,14,SUPT6H
14,14,TOP1
14,14,TOX4;TOX3;TOX2;TOX
14,14,WDR82
15,15,CSNK2B
15,15,RPS6KA3
16,16,MAPRE1
16,16,NUP43
17,17,HIST2H2BE
17,17,HIST2H3A
18,18,ADAR
18,18,CPSF1
18,18,CPSF2
18,18,CSTF2
18,18,DDX5
18,18,FUS
18,18,LEO1
18,18,PHF3
18,18,PPP1R10
18,18,RALY
18,18,RPRD1B;RPRD1A
18,18,RPRD2
18,18,SNRNP70
18,18,SNRPC
18,18,SRSF1
18,18,STRAP
18,18,TAF15
18,18,TXN
19,19,ANKRD36B;ANKRD36
19,19,GPI
19,19,PAAF1
19,19,PSMA2
19,19,PSMA3
19,19,PSMA4
19,19,PSMA5
19,19,PSMA6
19,19,PSMB2
19,19,PSMB4
19,19,PSMB5
19,19,PSMC2
19,19,PSMC3
19,19,PSMC5
19,19,PSMC6
19,19,PSMD1
19,19,PSMD10
19,19,PSMD11
19,19,PSMD12
19,19,PSMD13
19,19,PSMD14
