,super_cluster,gene_names
0,0,AAK1
0,0,AAMP
0,0,AAR2
0,0,ABCB1
0,0,ABCF2
0,0,ABHD10
0,0,ABT1
0,0,ACAD11
0,0,ACADM
0,0,ACAT1
0,0,ACBD5
0,0,ACIN1
0,0,ACLY
0,0,ACP2
0,0,ACSL3
0,0,ACTBL2
0,0,ACTC1
0,0,ACTL6A
0,0,ACTN2
0,0,ACTN4
0,0,ACTR10
0,0,ACTR1A
0,0,ACTR1B
0,0,ACTR2
0,0,ACTR3
0,0,ACTR3B
0,0,ACTR5
0,0,ACTR6
0,0,ACTR8
0,0,ADAM22
0,0,ADAM9
0,0,ADAR
0,0,ADNP
0,0,ADRM1
0,0,AFTPH
0,0,AGGF1
0,0,AGK
0,0,AGO1
0,0,AGO2
0,0,AGO3
0,0,AGPS
0,0,AHCTF1
0,0,AHCY
0,0,AIF1L
0,0,AIFM1
0,0,AK1
0,0,AK2
0,0,AKAP1
0,0,AKAP10
0,0,AKAP11
0,0,AKAP2
0,0,AKAP7
0,0,AKAP8L
0,0,AKAP9
0,0,AKIRIN1
0,0,AKIRIN2
0,0,AKR1B1
0,0,AKR1C2;AKR1C1
0,0,ALDH16A1
0,0,ALDH18A1
0,0,ALDH1B1
0,0,ALDH7A1
0,0,ALMS1
0,0,ALYREF
0,0,AMBRA1
0,0,AMOT
0,0,AMOTL1
0,0,ANKLE2
0,0,ANKRD11
0,0,ANKRD17
0,0,ANKRD20A1;ANKRD20A2;ANKRD20A3;ANKRD20A4;ANKRD20A8P
0,0,ANKRD28
0,0,ANKRD36B;ANKRD36
0,0,ANKRD39
0,0,ANKRD40
0,0,ANKRD44
0,0,ANKRD46
0,0,ANKRD50
0,0,ANKRD52
0,0,ANKS6
0,0,ANKZF1
0,0,ANO6
0,0,ANP32A
0,0,ANP32B
0,0,ANP32E
0,0,ANXA1
0,0,ANXA5
0,0,AP1AR
0,0,AP1B1
0,0,AP1M1
0,0,AP1S1
0,0,AP2A1
0,0,AP2A2
0,0,AP2B1
0,0,AP2M1
0,0,AP2S1
0,0,APBB1
0,0,APC
0,0,APEH
0,0,API5
0,0,APMAP
0,0,APOBEC3C
0,0,APPL2
0,0,APRT
0,0,APTX
0,0,AQR
0,0,ARAP1
0,0,ARCN1
0,0,ARF4
0,0,ARF5
0,0,ARFGAP1
0,0,ARFGAP3
0,0,ARFGEF1
0,0,ARFGEF2
0,0,ARGLU1
0,0,ARHGAP11A
0,0,ARHGAP15
0,0,ARHGAP17
0,0,ARHGAP18
0,0,ARHGAP19
0,0,ARHGDIA
0,0,ARHGEF2
0,0,ARID1A
0,0,ARID1B
0,0,ARID2
0,0,ARID4A
0,0,ARID5B
0,0,ARL2
0,0,ARL2-SNX15;ARL2
0,0,ARL3
0,0,ARL6IP4
0,0,ARL6IP5
0,0,ARL6IP6
0,0,ARL8A
0,0,ARL8B
0,0,ARMCX5
0,0,ARPC1A
0,0,ARPC1B
0,0,ARPC2
0,0,ARPC3
0,0,ARPC4-TTLL3;ARPC4
0,0,ARPC5
0,0,ARPC5L
0,0,ASCC1
0,0,ASCC2
0,0,ASCC3
0,0,ASF1A
0,0,ASH2L
0,0,ASNA1
0,0,ASNSD1
0,0,ASPH
0,0,ASPM
0,0,ASPSCR1
0,0,ASS1
0,0,ASUN
0,0,ATAD2
0,0,ATAD2B
0,0,ATG101
0,0,ATG13
0,0,ATG14
0,0,ATG4B
0,0,ATG7
