uniprot_id,mean_score
A0A024B7W1,0.09673648846041484
A0A024RBG1,0.24165745856353593
A0A075B6H7,0.22231896551724137
A0A075B6H8,0.15765811965811963
A0A075B6H9,0.3093697478991598
A0A075B6I0,0.22776229508196721
A0A075B6I1,0.2796083333333333
A0A075B6I3,0.2979593495934959
A0A075B6I4,0.3333333333333333
A0A075B6I6,0.2905254237288135
A0A075B6I7,0.2938571428571428
A0A075B6I9,0.210051282051282
A0A075B6J1,0.3336016260162602
A0A075B6J2,0.19034745762711866
A0A075B6J6,0.2548695652173913
A0A075B6J9,0.3812118644067796
A0A075B6K0,0.21606956521739132
A0A075B6K2,0.25985217391304344
A0A075B6K4,0.3053478260869565
A0A075B6K5,0.2334521739130435
A0A075B6K6,0.2892459016393442
A0A075B6L2,0.12226890756302522
A0A075B6L6,0.27195652173913043
A0A075B6N1,0.154640350877193
A0A075B6N2,0.15405405405405406
A0A075B6N3,0.15645217391304347
A0A075B6N4,0.1990263157894737
A0A075B6P5,0.22545833333333334
A0A075B6Q5,0.11429661016949152
A0A075B6R0,0.17816101694915257
A0A075B6R2,0.16580341880341878
A0A075B6R9,0.20669166666666666
A0A075B6S0,0.4600625
A0A075B6S2,0.19031666666666666
A0A075B6S4,0.19243589743589745
A0A075B6S5,0.2141452991452992
A0A075B6S6,0.21541666666666667
A0A075B6S9,0.2316666666666667
A0A075B6T6,0.17838053097345136
A0A075B6T7,0.13575
A0A075B6T8,0.20184821428571428
A0A075B6U4,0.1655535714285714
A0A075B6V5,0.11048672566371683
A0A075B6W5,0.2243305785123967
A0A075B6X5,0.2718288288288288
A0A075B6Y3,0.55735
A0A075B6Y9,0.6289499999999999
A0A075B700,0.5265
A0A075B706,0.6367499999999999
A0A075B759,0.15989024390243903
A0A075B767,0.15023170731707317
A0A087WSX0,0.28630081300813004
A0A087WSY4,0.141864406779661
A0A087WSY6,0.18357391304347823
A0A087WSZ0,0.149025641025641
A0A087WSZ9,0.1579375
A0A087WT01,0.11568807339449544
A0A087WT02,0.17444642857142853
A0A087WT03,0.13810091743119265
A0A087WTH1,0.17177777777777778
A0A087WTH5,0.2222651515151515
A0A087WUL8,0.3623775696070778
A0A087WV53,0.2564831932773109
A0A087WV62,0.14629565217391302
A0A087WVF3,0.30998360655737706
A0A087WW87,0.22467768595041324
A0A087WWA1,0.4124947368421053
A0A087WX78,0.5544806201550387
A0A087WXM9,0.42925469168900804
A0A087WXS9,0.31158469945355194
A0A087X0K7,0.2871666666666667
A0A087X0M5,0.18324347826086956
A0A087X179,0.3095027322404372
A0A087X1C5,0.10275728155339806
A0A087X1G2,0.308367941712204
A0A096LNP1,0.17035714285714287
A0A096LP01,0.29585263157894737
A0A096LP49,0.5002953904045156
A0A096LP55,0.39763736263736266
A0A096LPI5,0.22428703703703703
A0A096LPK9,0.043620253164556956
A0A0A0MRZ7,0.18817500000000004
A0A0A0MRZ8,0.20719130434782607
A0A0A0MRZ9,0.32253225806451613
A0A0A0MS00,0.28105263157894744
A0A0A0MS01,0.1592689075630252
A0A0A0MS02,0.17403418803418805
A0A0A0MS03,0.1651578947368421
A0A0A0MS04,0.18094736842105266
A0A0A0MS05,0.19337719298245615
A0A0A0MS06,0.1920521739130435
A0A0A0MS14,0.1293247863247863
A0A0A0MS15,0.12002521008403362
A0A0A0MT36,0.24882456140350878
A0A0A0MT70,0.5085294117647059
A0A0A0MT76,0.3974761904761904
A0A0A0MT78,0.6696666666666665
A0A0A0MT87,0.47875
A0A0A0MT89,0.7204166666666666
A0A0A0MT94,0.5093125000000001
A0A0A0MTA4,0.5825999999999999
A0A0A0MTA7,0.5810625
A0A0A6YYC5,0.12988793103448276
A0A0A6YYD4,0.17308064516129032
A0A0A6YYG2,0.14205263157894735
A0A0A6YYG3,0.14437168141592924
A0A0A6YYJ7,0.09970796460176991
A0A0A6YYK1,0.07405309734513273
A0A0A6YYK4,0.21659130434782609
A0A0A6YYK6,0.13288990825688074
A0A0A6YYK7,0.11006896551724138
A0A0A6YYL3,0.30596875
A0A0B4J1U3,0.2707264957264957
A0A0B4J1U4,0.2313135593220339
A0A0B4J1U6,0.12464912280701754
A0A0B4J1U7,0.16426446280991736
A0A0B4J1V0,0.16548739495798323
A0A0B4J1V1,0.11281196581196581
A0A0B4J1V2,0.14478991596638655
A0A0B4J1V6,0.12924369747899161
A0A0B4J1V7,0.10071794871794869
A0A0B4J1X5,0.13684615384615387
A0A0B4J1X8,0.11228813559322032
A0A0B4J1Y8,0.25221138211382116
A0A0B4J1Y9,0.14546218487394957
A0A0B4J1Z2,0.1675897435897436
A0A0B4J200,0.6719375000000001
A0A0B4J234,0.12090178571428571
A0A0B4J235,0.13538053097345132
A0A0B4J237,0.12157522123893806
A0A0B4J238,0.12341509433962261
A0A0B4J240,0.19031578947368422
A0A0B4J241,0.17361607142857144
A0A0B4J244,0.13257017543859648
A0A0B4J245,0.14862499999999998
A0A0B4J248,0.11856481481481482
A0A0B4J249,0.12301769911504425
A0A0B4J262,0.09299115044247788
A0A0B4J263,0.08638181818181818
A0A0B4J264,0.14352586206896553
A0A0B4J265,0.2147247706422018
A0A0B4J266,0.14344642857142856
A0A0B4J268,0.143697247706422
A0A0B4J271,0.19287719298245615
A0A0B4J272,0.18582456140350878
A0A0B4J273,0.19809821428571425
A0A0B4J274,0.21676785714285712
A0A0B4J275,0.24123214285714287
A0A0B4J276,0.12824770642201838
A0A0B4J277,0.1380727272727273
A0A0B4J279,0.2118392857142857
A0A0B4J280,0.1892952380952381
